2024-12-18 18:35:27 [main] INFO  r.i.calculator.CalculatorApplication - Application start
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. isSalaryClient: true, isInsuranceEnabled: true
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 17.00
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating insurance. Amount: 300000.0, Term: 18
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Insurance calculated: 35400.00
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment. Amount: 335400.00, Term: 18, Rate: 17.00
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment calculated: 21240.91
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Generated loan offer: LoanOfferDto(statementId=ad123378-7ad7-4834-9f09-12fd0a84adfd, requestedAmount=335400.00, totalAmount=382336.38, term=18, monthlyPayment=21240.91, rate=17.00, isInsuranceEnabled=true, isSalaryClient=true)
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Generated loan offers: [LoanOfferDto(statementId=39ec471f-b9a7-4f65-869f-24462a65b555, requestedAmount=300000.0, totalAmount=352322.64, term=18, monthlyPayment=19573.48, rate=21.00, isInsuranceEnabled=false, isSalaryClient=false), LoanOfferDto(statementId=bb2dc4c5-1bd8-4ae7-a53a-ac1c4745b788, requestedAmount=300000.0, totalAmount=349721.28, term=18, monthlyPayment=19428.96, rate=20.00, isInsuranceEnabled=false, isSalaryClient=true), LoanOfferDto(statementId=df1f5e90-c1de-4df7-bd61-01876966c392, requestedAmount=335400.00, totalAmount=385208.28, term=18, monthlyPayment=21400.46, rate=18.00, isInsuranceEnabled=true, isSalaryClient=false), LoanOfferDto(statementId=ad123378-7ad7-4834-9f09-12fd0a84adfd, requestedAmount=335400.00, totalAmount=382336.38, term=18, monthlyPayment=21240.91, rate=17.00, isInsuranceEnabled=true, isSalaryClient=true)]
2024-12-18 18:36:23 [http-nio-8081-exec-1] INFO  r.i.c.a.c.CalculatorController - Successfully calculated loan offers: [LoanOfferDto(statementId=39ec471f-b9a7-4f65-869f-24462a65b555, requestedAmount=300000.0, totalAmount=352322.64, term=18, monthlyPayment=19573.48, rate=21.00, isInsuranceEnabled=false, isSalaryClient=false), LoanOfferDto(statementId=bb2dc4c5-1bd8-4ae7-a53a-ac1c4745b788, requestedAmount=300000.0, totalAmount=349721.28, term=18, monthlyPayment=19428.96, rate=20.00, isInsuranceEnabled=false, isSalaryClient=true), LoanOfferDto(statementId=df1f5e90-c1de-4df7-bd61-01876966c392, requestedAmount=335400.00, totalAmount=385208.28, term=18, monthlyPayment=21400.46, rate=18.00, isInsuranceEnabled=true, isSalaryClient=false), LoanOfferDto(statementId=ad123378-7ad7-4834-9f09-12fd0a84adfd, requestedAmount=335400.00, totalAmount=382336.38, term=18, monthlyPayment=21240.91, rate=17.00, isInsuranceEnabled=true, isSalaryClient=true)]
2024-12-18 18:40:56 [main] INFO  r.i.calculator.CalculatorApplication - Application start
2024-12-18 18:40:56 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-12-18 18:40:56 [main] INFO  r.i.calculator.CalculatorApplication - Starting CalculatorApplication using Java 17.0.12 with PID 7560 (D:\JDK and IDEA\Projects JAVA\NeoStudyProject\calculator\target\classes started by Iguan04ka in D:\JDK and IDEA\Projects JAVA\NeoStudyProject\calculator)
2024-12-18 18:40:56 [main] INFO  r.i.calculator.CalculatorApplication - No active profile set, falling back to 1 default profile: "default"
2024-12-18 18:40:57 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-12-18 18:40:57 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-12-18 18:40:57 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-12-18 18:40:57 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2024-12-18 18:40:57 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-12-18 18:40:57 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 820 ms
2024-12-18 18:40:58 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-12-18 18:40:58 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-12-18 18:40:58 [main] INFO  r.i.calculator.CalculatorApplication - Started CalculatorApplication in 1.565 seconds (process running for 2.176)
2024-12-18 18:42:49 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-12-18 18:42:49 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-12-18 18:42:49 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.c.CalculatorController - Received request to calculate loan offers
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Received request for loan offers: LoanStatementRequestDto(amount=300000.0, term=18, firstName=Ivan, lastName=Petrov, middleName=Sergeevich, email=ivan.petrov@example.com, birthdate=1990-05-15, passportSeries=1234, passportNumber=123456)
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. isSalaryClient: false, isInsuranceEnabled: false
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 21.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment. Amount: 300000.0, Term: 18, Rate: 21.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment calculated: 19573.48
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Generated loan offer: LoanOfferDto(statementId=02c27961-9855-45db-8816-1b47c73c56a9, requestedAmount=300000.0, totalAmount=352322.64, term=18, monthlyPayment=19573.48, rate=21.00, isInsuranceEnabled=false, isSalaryClient=false)
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. isSalaryClient: true, isInsuranceEnabled: false
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 20.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment. Amount: 300000.0, Term: 18, Rate: 20.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment calculated: 19428.96
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Generated loan offer: LoanOfferDto(statementId=01b151b9-f3ff-48bc-b2bc-158f1d039aeb, requestedAmount=300000.0, totalAmount=349721.28, term=18, monthlyPayment=19428.96, rate=20.00, isInsuranceEnabled=false, isSalaryClient=true)
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. isSalaryClient: false, isInsuranceEnabled: true
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 18.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating insurance. Amount: 300000.0, Term: 18
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Insurance calculated: 35400.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment. Amount: 335400.00, Term: 18, Rate: 18.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment calculated: 21400.46
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Generated loan offer: LoanOfferDto(statementId=7513228f-59e9-43c3-a70c-dd3b55fb878a, requestedAmount=335400.00, totalAmount=385208.28, term=18, monthlyPayment=21400.46, rate=18.00, isInsuranceEnabled=true, isSalaryClient=false)
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. isSalaryClient: true, isInsuranceEnabled: true
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 17.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating insurance. Amount: 300000.0, Term: 18
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Insurance calculated: 35400.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment. Amount: 335400.00, Term: 18, Rate: 17.00
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment calculated: 21240.91
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Generated loan offer: LoanOfferDto(statementId=e6fa4098-82c0-4f69-b253-be852c9ca2c0, requestedAmount=335400.00, totalAmount=382336.38, term=18, monthlyPayment=21240.91, rate=17.00, isInsuranceEnabled=true, isSalaryClient=true)
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.api.service.LoanOfferService - Generated loan offers: [LoanOfferDto(statementId=02c27961-9855-45db-8816-1b47c73c56a9, requestedAmount=300000.0, totalAmount=352322.64, term=18, monthlyPayment=19573.48, rate=21.00, isInsuranceEnabled=false, isSalaryClient=false), LoanOfferDto(statementId=01b151b9-f3ff-48bc-b2bc-158f1d039aeb, requestedAmount=300000.0, totalAmount=349721.28, term=18, monthlyPayment=19428.96, rate=20.00, isInsuranceEnabled=false, isSalaryClient=true), LoanOfferDto(statementId=7513228f-59e9-43c3-a70c-dd3b55fb878a, requestedAmount=335400.00, totalAmount=385208.28, term=18, monthlyPayment=21400.46, rate=18.00, isInsuranceEnabled=true, isSalaryClient=false), LoanOfferDto(statementId=e6fa4098-82c0-4f69-b253-be852c9ca2c0, requestedAmount=335400.00, totalAmount=382336.38, term=18, monthlyPayment=21240.91, rate=17.00, isInsuranceEnabled=true, isSalaryClient=true)]
2024-12-18 18:42:50 [http-nio-8081-exec-1] INFO  r.i.c.a.c.CalculatorController - Successfully calculated loan offers: [LoanOfferDto(statementId=02c27961-9855-45db-8816-1b47c73c56a9, requestedAmount=300000.0, totalAmount=352322.64, term=18, monthlyPayment=19573.48, rate=21.00, isInsuranceEnabled=false, isSalaryClient=false), LoanOfferDto(statementId=01b151b9-f3ff-48bc-b2bc-158f1d039aeb, requestedAmount=300000.0, totalAmount=349721.28, term=18, monthlyPayment=19428.96, rate=20.00, isInsuranceEnabled=false, isSalaryClient=true), LoanOfferDto(statementId=7513228f-59e9-43c3-a70c-dd3b55fb878a, requestedAmount=335400.00, totalAmount=385208.28, term=18, monthlyPayment=21400.46, rate=18.00, isInsuranceEnabled=true, isSalaryClient=false), LoanOfferDto(statementId=e6fa4098-82c0-4f69-b253-be852c9ca2c0, requestedAmount=335400.00, totalAmount=382336.38, term=18, monthlyPayment=21240.91, rate=17.00, isInsuranceEnabled=true, isSalaryClient=true)]
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.c.CalculatorController - Received request to calculate credit
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Starting credit calculation for request: ScoringDataDto(amount=300000.0, term=18, firstName=Ivan, lastName=Petrov, middleName=Sergeevich, gender=MALE, birthdate=1990-05-15, passportSeries=1234, passportNumber=123456, passportIssueDate=2005-11-25, passportIssueBranch=УМВД России по г. Санкт-Петербургу, maritalStatus=MARRIED, dependentAmount=1, employment=EmploymentDto(employmentStatus=HIREDEMPLOYED, employerINN=781234567891, salary=120000.0, position=SENIOR, workExperienceTotal=20, workExperienceCurrent=8), accountNumber=40817810055520098765, isInsuranceEnabled=false, isSalaryClient=true)
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment. Amount: 300000.0, Term: 18, Rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment calculated: 18856.93
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating PSK for scoring data: ScoringDataDto(amount=300000.0, term=18, firstName=Ivan, lastName=Petrov, middleName=Sergeevich, gender=MALE, birthdate=1990-05-15, passportSeries=1234, passportNumber=123456, passportIssueDate=2005-11-25, passportIssueBranch=УМВД России по г. Санкт-Петербургу, maritalStatus=MARRIED, dependentAmount=1, employment=EmploymentDto(employmentStatus=HIREDEMPLOYED, employerINN=781234567891, salary=120000.0, position=SENIOR, workExperienceTotal=20, workExperienceCurrent=8), accountNumber=40817810055520098765, isInsuranceEnabled=false, isSalaryClient=true)
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment. Amount: 300000.0, Term: 18, Rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment calculated: 18856.93
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - PSK calculated: 7.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating payment schedule for loan amount: 300000.0, term: 18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 300000.0, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2024-12-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 4000.00, Debt Payment: 14856.93
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 285143.07, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-01-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 3801.91, Debt Payment: 15055.02
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 270088.05, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-02-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 3601.17, Debt Payment: 15255.76
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 254832.29, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-03-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 3397.76, Debt Payment: 15459.17
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 239373.12, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-04-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 3191.64, Debt Payment: 15665.29
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 223707.83, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-05-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 2982.77, Debt Payment: 15874.16
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 207833.67, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-06-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 2771.12, Debt Payment: 16085.81
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 191747.86, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-07-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 2556.64, Debt Payment: 16300.29
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 175447.57, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-08-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 2339.30, Debt Payment: 16517.63
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 16.00
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 158929.94, Principal: 300000.0, Annual rate: 16.00, Months: 18, Current date: 2025-09-18
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 18856.93, Interest Payment: 2119.07, Debt Payment: 16737.86
2024-12-18 18:46:45 [http-nio-8081-exec-3] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate
